,book_title,star,title,format,review,helpful,sentiment
352,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Love it!!!,Format: Paperback,"Beautifully written with great information presented in a new and exciting way! I love this book and have already started incorporating herbs in my recipes. Stunning pictures, easy to follow and understand - it's lovely!",,1
353,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,more than I expected,Format: Paperback,"There is more than one book here. If you want to learn about the medicinal uses of everyday foods with wonderful recipes, then this is the book for you! My favorite part so far, is learning to match the herb with people, not the illness. And the pictures are stunning.",,1
354,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Alchemy of Herbs,Format: Kindle Edition,best herbal book for beginners,,1
355,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,SUPER easy to read,Format: Paperback,"Follow her online - and the book def lived up to the hype! SUPER easy to read, follow and reference. Inspiring approach to how herbs can be used to balance issues based on your personal makeup/constitution. Photography is amazing and lots of great recipes for beginners or more tenured!",,1
356,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Great for beginners,Format: Paperback,Great quality and so much to learn with awesome detail.,,1
357,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Beautifully written herbal,Format: Paperback,"Beautifully written, we'll organized, extremely informative, wonderful photography, awesome materia medica, & the recipes are easy to follow & not overly complicated.",,1
370,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,This is a beautiful book. It is full of information for the ...,Format: Paperback,This is a beautiful book.It is full of information for the novice as well as a more experienced herbalist. Recipe instruction is very clear and many can be made from the resources usually found in your pantry. I was not disappointed with this purchase.,,1
371,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Fantastic information and the recipes WOW,Format: Paperback,Fantastic information and the recipes WOW.,,1
372,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Five Stars,Format: Paperback,This is an awesome book with great recipes!,,1
373,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,4,Four Stars,Format: Paperback,as advertised,,1
374,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,A lot of info and great to know stuff !,Format: Paperback,Loving this book !,,1
375,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,"Great book, that was well written",Format: Paperback,"Great book, that was well written, beautifully illustrated, and full of practical advice on how to use the herbs. Highly recommended.",,1
376,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Good presenration.,Format: Spiral-bound,The information and how it was presented.,,1
377,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Amazing resource anf fun recepies too,Format: Kindle Edition,Loving this book,,1
378,Alchemy of Herbs: Transform Everyday Ingredients into Foods and Remedies That Heal,5,Perfect for a Novice ?,Format: Paperback,"I'm new to using herbs for health and healing in my diet. I loved how simple Rosalee's remedy descriptions and instructions were. I also was surprised by how beautiful the book was! I've read it for hours already, even out loud to my family. My husband keeps asking if we have any tinctures ready for use! Excellent book!",,1
